Num.,Date and Time,Temp. (Â°C),Rel. Humidity (%)
4898,2018-04-20 00:05:19,16.89,88.13
4899,2018-04-20 00:10:19,16.85,88.18
4900,2018-04-20 00:15:19,16.81,88.21
4901,2018-04-20 00:20:18,16.76,88.31
4902,2018-04-20 00:25:17,16.71,88.38
4903,2018-04-20 00:30:17,16.65,88.4
4904,2018-04-20 00:35:16,16.6,88.41
4905,2018-04-20 00:40:16,16.55,88.43
4906,2018-04-20 00:45:19,16.5,88.4
4907,2018-04-20 00:50:21,16.44,88.43
4908,2018-04-20 00:55:20,16.39,88.4
4909,2018-04-20 01:00:20,16.34,88.36
4910,2018-04-20 01:05:20,16.29,88.31
4911,2018-04-20 01:10:20,16.24,88.26
4912,2018-04-20 01:15:19,16.18,88.29
4913,2018-04-20 01:20:18,16.12,88.3
4914,2018-04-20 01:25:18,16.08,88.23
4915,2018-04-20 01:30:17,16.04,88.19
4916,2018-04-20 01:35:17,15.99,88.24
4917,2018-04-20 01:40:16,15.94,88.21
4918,2018-04-20 01:45:16,15.9,88.2
4919,2018-04-20 01:50:15,15.85,88.18
4920,2018-04-20 01:55:15,15.81,88.14
4921,2018-04-20 02:00:15,15.78,88.13
4922,2018-04-20 02:05:14,15.75,88.12
4923,2018-04-20 02:10:14,15.71,88.09
4924,2018-04-20 02:15:14,15.66,88.09
4925,2018-04-20 02:20:13,15.62,88.08
4926,2018-04-20 02:25:13,15.59,88.05
4927,2018-04-20 02:30:12,15.55,88.07
4928,2018-04-20 02:35:12,15.51,88.04
4929,2018-04-20 02:40:12,15.48,87.99
4930,2018-04-20 02:45:11,15.44,87.96
4931,2018-04-20 02:50:11,15.4,87.92
4932,2018-04-20 02:55:11,15.37,87.8
4933,2018-04-20 03:00:10,15.32,87.73
4934,2018-04-20 03:05:09,15.27,87.65
4935,2018-04-20 03:10:09,15.21,87.55
4936,2018-04-20 03:15:08,15.16,87.43
4937,2018-04-20 03:20:08,15.11,87.33
4938,2018-04-20 03:25:08,15.06,87.22
4939,2018-04-20 03:30:07,15.0,87.18
4940,2018-04-20 03:35:07,14.95,87.06
4941,2018-04-20 03:40:07,14.91,86.95
4942,2018-04-20 03:45:08,14.87,86.91
4943,2018-04-20 03:50:14,14.83,86.9
4944,2018-04-20 03:55:14,14.79,86.81
4945,2018-04-20 04:00:14,14.76,86.71
4946,2018-04-20 04:05:14,14.73,86.66
4947,2018-04-20 04:10:13,14.68,86.67
4948,2018-04-20 04:15:12,14.64,86.63
4949,2018-04-20 04:20:12,14.59,86.56
4950,2018-04-20 04:25:12,14.55,86.47
4951,2018-04-20 04:30:11,14.51,86.38
4952,2018-04-20 04:35:10,14.46,86.25
4953,2018-04-20 04:40:10,14.43,86.18
4954,2018-04-20 04:45:09,14.39,86.12
4955,2018-04-20 04:50:09,14.35,86.07
4956,2018-04-20 04:55:08,14.34,86.02
4957,2018-04-20 05:00:08,14.32,85.99
4958,2018-04-20 05:05:08,14.32,85.99
4959,2018-04-20 05:10:07,14.52,85.92
4960,2018-04-20 05:15:07,14.59,85.91
4961,2018-04-20 05:20:07,14.59,85.91
4964,2018-04-20 05:35:06,15.11,82.08
4965,2018-04-20 05:40:06,15.11,82.08
4966,2018-04-20 05:45:06,16.52,74.29
4967,2018-04-20 05:50:05,16.52,74.29
4968,2018-04-20 05:55:04,18.44,64.73
4969,2018-04-20 06:00:04,18.44,64.73
4971,2018-04-20 06:10:03,19.87,63.35
4972,2018-04-20 06:15:03,19.87,63.35
4973,2018-04-20 06:20:03,19.71,66.23
4974,2018-04-20 06:25:02,19.4,67.06
4975,2018-04-20 06:30:02,18.99,67.11
4976,2018-04-20 06:35:02,18.99,67.11
4978,2018-04-20 06:45:01,19.34,65.75
4979,2018-04-20 06:50:07,19.41,65.57
4980,2018-04-20 06:55:07,19.52,66.54
4981,2018-04-20 07:00:07,19.69,65.47
4982,2018-04-20 07:05:07,19.88,64.87
4983,2018-04-20 07:10:06,19.98,64.72
4984,2018-04-20 07:15:06,20.03,64.65
4985,2018-04-20 07:20:06,20.16,63.9
4986,2018-04-20 07:25:06,20.43,62.67
4987,2018-04-20 07:30:05,20.74,62.05
4988,2018-04-20 07:35:05,20.86,62.12
4989,2018-04-20 07:40:05,20.8,62.3
4990,2018-04-20 07:45:04,20.74,61.82
4991,2018-04-20 07:50:04,20.74,60.77
4992,2018-04-20 07:55:04,20.8,60.26
4993,2018-04-20 08:00:04,20.8,60.33
4994,2018-04-20 08:05:03,20.82,60.06
4995,2018-04-20 08:10:03,20.98,59.44
4996,2018-04-20 08:15:03,21.31,58.19
4997,2018-04-20 08:20:03,21.66,57.29
4998,2018-04-20 08:25:03,22.0,56.65
4999,2018-04-20 08:30:03,22.28,55.48
5000,2018-04-20 08:35:03,22.55,54.29
5001,2018-04-20 08:40:03,22.78,53.01
5002,2018-04-20 08:45:03,23.04,52.19
5003,2018-04-20 08:50:03,23.35,51.61
5004,2018-04-20 08:55:02,23.82,50.69
5005,2018-04-20 09:00:02,24.17,50.05
5006,2018-04-20 09:05:02,24.36,49.76
5007,2018-04-20 09:10:02,24.4,49.0
5008,2018-04-20 09:15:01,24.56,48.0
5009,2018-04-20 09:20:01,24.74,47.14
5010,2018-04-20 09:25:01,24.92,46.62
5011,2018-04-20 09:30:00,25.12,46.01
5012,2018-04-20 09:35:00,25.26,45.73
5013,2018-04-20 09:40:32,25.46,45.52
5014,2018-04-20 09:45:32,25.62,44.63
5015,2018-04-20 09:50:00,25.81,43.91
5016,2018-04-20 09:55:00,25.87,44.29
5017,2018-04-20 10:00:00,25.98,43.75
5018,2018-04-20 10:05:00,26.21,42.63
5019,2018-04-20 10:10:00,26.45,41.83
5020,2018-04-20 10:15:00,26.63,41.49
5021,2018-04-20 10:20:00,26.76,41.28
5022,2018-04-20 10:25:00,26.95,40.65
5023,2018-04-20 10:30:32,27.07,40.62
5024,2018-04-20 10:35:32,27.2,40.87
5025,2018-04-20 10:40:32,27.32,40.04
5026,2018-04-20 10:45:31,27.51,39.09
5027,2018-04-20 10:50:42,27.72,37.86
5028,2018-04-20 10:55:29,27.98,36.86
5029,2018-04-20 11:00:24,28.18,36.51
5030,2018-04-20 11:05:18,28.43,35.88
5031,2018-04-20 11:10:13,28.63,35.64
5032,2018-04-20 11:15:08,28.79,35.61
5033,2018-04-20 11:20:04,28.72,34.2
5034,2018-04-20 11:25:32,28.52,33.0
5035,2018-04-20 11:30:27,28.38,31.92
5036,2018-04-20 11:35:23,28.51,30.95
5037,2018-04-20 11:40:18,28.8,30.48
5038,2018-04-20 11:45:13,29.18,30.09
5039,2018-04-20 11:50:08,29.48,29.73
5040,2018-04-20 11:55:04,29.65,29.38
5041,2018-04-20 12:00:32,29.7,29.22
5042,2018-04-20 12:05:28,29.61,29.27
5043,2018-04-20 12:10:24,29.57,28.96
5044,2018-04-20 12:15:20,29.51,28.37
5045,2018-04-20 12:20:16,29.62,27.11
5046,2018-04-20 12:25:13,29.73,26.26
5047,2018-04-20 12:30:09,29.74,27.07
5048,2018-04-20 12:35:06,29.66,27.79
5049,2018-04-20 12:40:03,29.55,27.67
5050,2018-04-20 12:45:01,29.61,27.47
5051,2018-04-20 12:50:31,29.73,27.22
5052,2018-04-20 12:55:29,29.94,26.69
5053,2018-04-20 13:00:26,30.04,26.36
5054,2018-04-20 13:05:24,30.05,26.19
5055,2018-04-20 13:10:22,29.84,26.22
5056,2018-04-20 13:15:20,29.74,26.23
5057,2018-04-20 13:20:18,29.69,26.01
5058,2018-04-20 13:25:16,29.71,26.25
5059,2018-04-20 13:30:14,29.7,26.49
5060,2018-04-20 13:35:12,29.63,26.44
5061,2018-04-20 13:40:10,29.65,26.2
5062,2018-04-20 13:45:08,29.72,25.58
5063,2018-04-20 13:50:06,29.91,25.56
5064,2018-04-20 13:55:04,30.1,25.76
5065,2018-04-20 14:00:02,30.15,25.85
5066,2018-04-20 14:05:00,30.1,25.75
5067,2018-04-20 14:10:31,29.93,26.14
5068,2018-04-20 14:15:29,29.82,26.4
5069,2018-04-20 14:20:27,29.74,26.49
5070,2018-04-20 14:25:25,29.76,26.81
5071,2018-04-20 14:30:23,29.74,26.87
5072,2018-04-20 14:35:21,29.71,27.16
5073,2018-04-20 14:40:19,29.73,27.46
5074,2018-04-20 14:45:17,29.74,27.47
5075,2018-04-20 14:50:15,29.72,27.48
5076,2018-04-20 14:55:13,29.6,27.78
5077,2018-04-20 15:00:12,29.53,28.1
5078,2018-04-20 15:05:10,29.57,28.02
5079,2018-04-20 15:10:08,29.68,27.71
5080,2018-04-20 15:15:05,29.84,27.42
5081,2018-04-20 15:20:04,29.98,27.17
5082,2018-04-20 15:25:01,29.96,27.35
5083,2018-04-20 15:30:32,29.72,27.78
5084,2018-04-20 15:35:29,29.55,27.92
5085,2018-04-20 15:40:27,29.54,28.13
5086,2018-04-20 15:45:24,29.64,28.27
5087,2018-04-20 15:50:25,29.7,28.2
5088,2018-04-20 15:55:29,29.78,28.08
5089,2018-04-20 16:00:27,29.67,28.16
5090,2018-04-20 16:05:24,29.43,28.5
5091,2018-04-20 16:10:22,29.25,28.54
5092,2018-04-20 16:15:19,29.24,28.59
5093,2018-04-20 16:20:16,29.27,28.55
5094,2018-04-20 16:25:14,29.22,28.64
5095,2018-04-20 16:30:12,29.16,28.61
5096,2018-04-20 16:35:09,29.09,28.34
5097,2018-04-20 16:40:07,29.04,28.46
5098,2018-04-20 16:45:04,28.87,28.86
5099,2018-04-20 16:50:02,28.76,29.13
5100,2018-04-20 16:55:32,28.68,29.04
5101,2018-04-20 17:00:29,28.56,29.11
5102,2018-04-20 17:05:27,28.34,29.61
5103,2018-04-20 17:10:24,28.09,30.2
5104,2018-04-20 17:15:22,27.92,30.48
5105,2018-04-20 17:20:20,27.92,30.48
5106,2018-04-20 17:25:17,27.76,30.65
5107,2018-04-20 17:30:15,27.8,30.77
5108,2018-04-20 17:35:12,27.89,30.53
5109,2018-04-20 17:40:10,27.94,30.64
5110,2018-04-20 17:45:11,27.78,30.98
5111,2018-04-20 17:50:08,27.49,31.49
5112,2018-04-20 17:55:06,27.15,32.38
5113,2018-04-20 18:00:05,26.74,33.3
5114,2018-04-20 18:05:04,26.34,34.09
5115,2018-04-20 18:10:01,26.04,34.74
5116,2018-04-20 18:15:32,25.83,35.22
5117,2018-04-20 18:20:29,25.64,35.78
5118,2018-04-20 18:25:27,25.39,36.45
5119,2018-04-20 18:30:24,25.13,37.02
5120,2018-04-20 18:35:21,24.85,37.75
5121,2018-04-20 18:40:19,24.53,38.47
5122,2018-04-20 18:45:17,24.21,39.16
5123,2018-04-20 18:50:14,23.85,39.97
5124,2018-04-20 18:55:17,23.46,40.84
5125,2018-04-20 19:00:16,22.97,41.74
5126,2018-04-20 19:05:15,22.53,42.59
5127,2018-04-20 19:10:13,22.11,43.5
5128,2018-04-20 19:15:12,21.72,44.27
5129,2018-04-20 19:20:11,21.35,45.01
5130,2018-04-20 19:25:09,20.98,45.81
5131,2018-04-20 19:30:08,20.62,46.83
5132,2018-04-20 19:35:07,20.33,48.32
5133,2018-04-20 19:40:06,20.09,50.17
5134,2018-04-20 19:45:04,19.87,51.75
5135,2018-04-20 19:50:02,19.66,53.08
5136,2018-04-20 19:55:01,19.4,54.49
5137,2018-04-20 20:00:32,19.18,55.82
5138,2018-04-20 20:05:29,19.02,56.96
5139,2018-04-20 20:10:27,18.93,58.41
5140,2018-04-20 20:15:25,18.9,60.1
5141,2018-04-20 20:20:23,18.89,61.85
5142,2018-04-20 20:25:21,18.86,63.31
5143,2018-04-20 20:30:20,18.82,64.55
5144,2018-04-20 20:35:19,18.78,65.88
5145,2018-04-20 20:40:17,18.73,67.26
5146,2018-04-20 20:45:15,18.7,68.65
5147,2018-04-20 20:50:13,18.68,70.0
5148,2018-04-20 20:55:11,18.67,71.44
5149,2018-04-20 21:00:09,18.66,72.86
5150,2018-04-20 21:05:07,18.64,74.27
5151,2018-04-20 21:10:05,18.61,75.57
5152,2018-04-20 21:15:03,18.59,76.59
5153,2018-04-20 21:20:01,18.57,77.53
5154,2018-04-20 21:25:00,18.54,78.42
5155,2018-04-20 21:30:31,18.51,79.23
5156,2018-04-20 21:35:29,18.49,79.98
5157,2018-04-20 21:40:27,18.46,80.67
5158,2018-04-20 21:45:26,18.43,81.36
5159,2018-04-20 21:50:24,18.4,82.09
5160,2018-04-20 21:55:01,18.37,82.75
5161,2018-04-20 22:00:03,18.34,83.34
5162,2018-04-20 22:05:01,18.3,83.87
5163,2018-04-20 22:10:32,18.27,84.35
5164,2018-04-20 22:15:30,18.21,84.92
5165,2018-04-20 22:20:28,18.16,85.33
5166,2018-04-20 22:25:26,18.11,85.74
5167,2018-04-20 22:30:24,18.06,86.09
5168,2018-04-20 22:35:22,18.01,86.4
5169,2018-04-20 22:40:20,17.96,86.7
5170,2018-04-20 22:45:18,17.92,86.96
5171,2018-04-20 22:50:17,17.88,87.22
5172,2018-04-20 22:55:15,17.83,87.42
5173,2018-04-20 23:00:13,17.8,87.61
5174,2018-04-20 23:05:11,17.77,87.84
5175,2018-04-20 23:10:09,17.75,88.17
5176,2018-04-20 23:15:07,17.74,88.46
5177,2018-04-20 23:20:05,17.74,88.66
5178,2018-04-20 23:25:03,17.74,88.85
5179,2018-04-20 23:30:01,17.73,89.0
5180,2018-04-20 23:35:32,17.71,89.18
5181,2018-04-20 23:40:30,17.69,89.3
5182,2018-04-20 23:45:27,17.65,89.38
5183,2018-04-20 23:50:25,17.6,89.41
5184,2018-04-20 23:55:22,17.6,89.41
